Id,Target,CellLine
47217_711_D7_2,2 25,U-2 OS
47217_723_D7_1,2 25,MCF7
47217_723_D7_2,2 25,MCF7
47217_866_D7_1,2 25,HEK 293
47217_866_D7_2,2 25,HEK 293
47232_1444_B1_1,2 21,U-2 OS
47232_1444_B1_4,2 21,U-2 OS
47232_1449_B1_6,2 21,PC-3
47232_1449_B1_7,2 21,PC-3
47232_1462_B5_1,2 21,MCF7
47232_1462_B5_2,2 21,MCF7
47366_1375_B3_1,0 25,RT4
47366_1375_B3_2,0 25,RT4
47366_1384_B3_1,0 25,U-2 OS
47366_1384_B3_3,0 25,U-2 OS
47366_1441_D8_1,0 25,PC-3
47366_1441_D8_3,0 25,PC-3
47397_766_C2_1,5 2,MCF7
47397_766_C2_2,5 2,MCF7
47397_778_C2_3,5 2,U-2 OS
47397_778_C2_4,5 2,U-2 OS
47397_821_H1_1,5 2,U-251 MG
47397_821_H1_2,5 2,U-251 MG
47443_792_C9_11,14,U-251 MG
47443_792_C9_7,14,U-251 MG
47443_795_C9_7,14,U-2 OS
47443_795_C9_8,14,U-2 OS
47443_799_C9_1,14,A-431
47443_799_C9_2,14,A-431
47451_1391_F6_1,0,RT4
47451_1391_F6_2,0,RT4
47451_835_G4_1,0,U-2 OS
47451_835_G4_2,0,U-2 OS
47457_780_F11_1,0 2,U-2 OS
47457_780_F11_2,0 2,U-2 OS
47457_788_F11_1,0 2,HeLa
47457_788_F11_2,0 2,HeLa
47457_864_D11_1,0 2,A549
47457_864_D11_2,0 2,A549
47533_1145_D10_1,1 7,Hep G2
47533_1145_D10_2,1 7,Hep G2
47533_735_D8_1,1 7,U-2 OS
47533_735_D8_2,1 7,U-2 OS
47533_749_D8_1,1 7,MCF7
47533_749_D8_2,1 7,MCF7
47679_1240_B9_2,23,CACO-2
47679_1240_B9_4,23,CACO-2
47679_791_D9_1,23,U-251 MG
47679_791_D9_2,23,U-251 MG
47679_794_D9_1,23,U-2 OS
47679_794_D9_2,23,U-2 OS
47725_739_E8_3,7,U-2 OS
47725_739_E8_4,7,U-2 OS
47725_753_E8_1,7,Hep G2
47725_753_E8_2,7,Hep G2
47725_876_C4_1,7,A-431
47725_876_C4_2,7,A-431
47814_1397_D11_5,25 21,U-2 OS
47814_1397_D11_6,25 21,U-2 OS
47814_1495_G5_10,25 21,SiHa
47814_1495_G5_7,25 21,SiHa
47814_1774_F8_40,25 21,ASC TERT1
47814_1774_F8_42,25 21,ASC TERT1
47843_728_F7_1,25,U-2 OS
47843_728_F7_2,25,U-2 OS
47843_748_F7_1,25,A-431
47843_748_F7_2,25,A-431
47843_896_F7_1,25,PC-3
47843_896_F7_2,25,PC-3
47844_728_G7_1,2 25,U-2 OS
47844_728_G7_2,2 25,U-2 OS
47844_748_G7_1,2 25,A-431
47844_748_G7_2,2 25,A-431
47844_896_G7_1,2 25,PC-3
47844_896_G7_2,2 25,PC-3
47849_824_B6_1,0 25,MCF7
47849_824_B6_4,0 25,MCF7
47849_884_B6_3,0 25,U-2 OS
47849_884_B6_4,0 25,U-2 OS
47849_978_B6_1,0 25,PC-3
47849_978_B6_4,0 25,PC-3
47864_1623_H4_3,23,PC-3
47864_1623_H4_6,23,PC-3
47864_1645_G11_15_cr57b568eb09215,23,HeLa
47864_1645_G11_19_cr57b568f223f4d,23,HeLa
47864_781_D11_1,23,U-2 OS
47864_781_D11_2,23,U-2 OS
47929_1609_D4_1,19,RH-30
47929_1609_D4_2,19,RH-30
47929_1625_F7_1,19,U-251 MG
47929_1625_F7_2,19,U-251 MG
47929_1634_D4_1,19,U-2 OS
47929_1634_D4_2,19,U-2 OS
48064_791_F1_1,5 0,U-251 MG
48064_791_F1_2,5 0,U-251 MG
48064_794_F1_1,5 0,U-2 OS
48064_794_F1_2,5 0,U-2 OS
48064_798_F1_1,5 0,A-431
48064_798_F1_2,5 0,A-431
48084_711_D10_1,25,U-2 OS
48084_711_D10_2,25,U-2 OS
48084_723_D10_4,25,MCF7
48084_723_D10_5,25,MCF7
48320_1711_H9_1,21 4,SH-SY5Y
48320_1711_H9_2,21 4,SH-SY5Y
48320_1712_B12_14_cr5804a7b6268fd,21 4,SiHa
48320_1712_B12_24_cr5804a7c7dcdc9,21 4,SiHa
48320_1737_C3_13_cr58063ebd153c9,21 4,U-2 OS
48320_1737_C3_2_cr58063eb3ccd17,21 4,U-2 OS
48671_716_D7_1,0 25,HEK 293
48671_716_D7_2,0 25,HEK 293
48671_719_D7_1,0 25,U-2 OS
48671_719_D7_2,0 25,U-2 OS
48671_764_D7_1,0 25,A-431
48671_764_D7_2,0 25,A-431
49324_1150_D11_2,25,RH-30
49324_1150_D11_3,25,RH-30
49324_1533_B4_1,25,BJ
49324_1533_B4_3,25,BJ
49495_735_G7_1,25,U-2 OS
49495_735_G7_2,25,U-2 OS
49495_749_G7_1,25,MCF7
49495_749_G7_2,25,MCF7
49495_762_E12_1,25,Hep G2
49495_762_E12_2,25,Hep G2
49546_756_G8_1,3,U-251 MG
49546_756_G8_2,3,U-251 MG
49546_760_G8_2,3,U-2 OS
49546_760_G8_4,3,U-2 OS
49546_775_G8_3,3,A-431
49546_775_G8_4,3,A-431
49817_780_F6_3,1 0,U-2 OS
49817_780_F6_6,1 0,U-2 OS
49817_788_F6_1,1 0,HeLa
49817_788_F6_2,1 0,HeLa
49817_863_F4_1,1 0,A-431
49817_863_F4_3,1 0,A-431
49866_735_A9_1,11,U-2 OS
49866_735_A9_2,11,U-2 OS
49866_749_A9_1,11,MCF7
49866_749_A9_2,11,MCF7
49866_823_E1_2,11,CACO-2
49866_823_E1_3,11,CACO-2
49905_1182_E9_2,25,HEK 293
49905_1182_E9_3,25,HEK 293
49905_911_C8_1,25,U-251 MG
49905_911_C8_2,25,U-251 MG
49905_912_C8_1,25,U-2 OS
49905_912_C8_2,25,U-2 OS
49949_827_F8_1,25,A-431
49949_827_F8_2,25,A-431
49949_829_F8_3,25,U-2 OS
49949_829_F8_4,25,U-2 OS
49949_977_F8_1,25,PC-3
49949_977_F8_3,25,PC-3
499_56_B10_1,7,U-2 OS
499_56_B10_2,7,U-2 OS
499_57_B10_1,7,A-431
499_57_B10_2,7,A-431
499_58_B10_1,7,U-251 MG
499_58_B10_2,7,U-251 MG
50126_776_C8_1,0,U-2 OS
50126_776_C8_3,0,U-2 OS
50126_789_C8_1,0,U-251 MG
50126_789_C8_2,0,U-251 MG
50126_899_C8_1,0,A-431
50126_899_C8_2,0,A-431
50196_787_E8_1,25,HeLa
50196_787_E8_2,25,HeLa
50196_840_G8_1,25,MCF7
50196_840_G8_2,25,MCF7
50374_777_C1_1,0,U-2 OS
50374_777_C1_2,0,U-2 OS
50374_790_C1_1,0,U-251 MG
50374_790_C1_2,0,U-251 MG
50374_816_C1_2,0,A-431
50374_816_C1_3,0,A-431
50406_765_B12_1,23 3,HEK 293
50406_765_B12_3,23 3,HEK 293
50406_771_B12_1,23 3,U-2 OS
50406_771_B12_4,23 3,U-2 OS
50406_979_D10_1,23 3,PC-3
50406_979_D10_5,23 3,PC-3
51027_1500_H6_4,0,RH-30
51027_1500_H6_5,0,RH-30
51027_1505_H6_2,0,U-2 OS
51027_1505_H6_3,0,U-2 OS
51027_1518_G2_2,0,RT4
51027_1518_G2_3,0,RT4
51120_827_A12_1,25,A-431
51120_827_A12_5,25,A-431
51120_829_A12_2,25,U-2 OS
51120_829_A12_4,25,U-2 OS
51120_977_A12_1,25,PC-3
51120_977_A12_2,25,PC-3
51288_740_C1_4,2 25,U-2 OS
51288_740_C1_5,2 25,U-2 OS
51288_784_C1_1,2 25,HeLa
51288_784_C1_2,2 25,HeLa
51288_838_F6_1,2 25,A-431
51288_838_F6_2,2 25,A-431
51321_716_E12_1,13,HEK 293
51321_716_E12_5,13,HEK 293
51321_719_E12_1,13,U-2 OS
51321_719_E12_2,13,U-2 OS
51321_764_E12_1,13,A-431
51321_764_E12_2,13,A-431
51324_792_B7_1,25,U-251 MG
51324_792_B7_2,25,U-251 MG
51324_795_B7_1,25,U-2 OS
51324_795_B7_2,25,U-2 OS
51324_799_B7_1,25,A-431
51324_799_B7_2,25,A-431
51334_1028_B8_3,25,CACO-2
51334_1028_B8_4,25,CACO-2
51334_802_B8_2,25,U-2 OS
51334_802_B8_4,25,U-2 OS
51334_987_E11_1,25,PC-3
51334_987_E11_2,25,PC-3
51465_766_F2_1,23,MCF7
51465_766_F2_2,23,MCF7
51465_778_F2_1,23,U-2 OS
51465_778_F2_2,23,U-2 OS
51465_987_A11_1,23,PC-3
51465_987_A11_2,23,PC-3
51714_1056_E2_1,19,U-2 OS
51714_1056_E2_2,19,U-2 OS
51714_1150_H10_1,19,RH-30
51714_1150_H10_3,19,RH-30
51714_1248_A2_1,19,A-431
51714_1248_A2_2,19,A-431
51757_1002_E3_1,25,U-2 OS
51757_1002_E3_2,25,U-2 OS
51757_1004_E3_2,25,A-431
51757_1004_E3_3,25,A-431
51758_767_A9_1,25 19,MCF7
51758_767_A9_2,25 19,MCF7
51758_779_A9_1,25 19,U-2 OS
51758_779_A9_2,25 19,U-2 OS
51758_987_D8_1,25 19,PC-3
51758_987_D8_2,25 19,PC-3
51759_767_H8_1,2 25,MCF7
51759_767_H8_2,2 25,MCF7
51759_779_H8_3,2 25,U-2 OS
51759_779_H8_6,2 25,U-2 OS
51759_987_C8_1,2 25,PC-3
51759_987_C8_2,2 25,PC-3
51765_757_F12_1,0 25 21,U-251 MG
51765_757_F12_2,0 25 21,U-251 MG
51765_761_F12_1,0 25 21,U-2 OS
51765_761_F12_2,0 25 21,U-2 OS
51765_769_F12_2,0 25 21,A-431
51765_769_F12_4,0 25 21,A-431
51783_1033_G12_1,22 25 21,PC-3
51783_1033_G12_3,22 25 21,PC-3
51783_761_F1_1,22 25 21,U-2 OS
51783_761_F1_2,22 25 21,U-2 OS
51785_757_G1_1,22 25 21,U-251 MG
51785_757_G1_2,22 25 21,U-251 MG
51785_761_G1_1,22 25 21,U-2 OS
51785_761_G1_2,22 25 21,U-2 OS
51785_769_G1_1,22 25 21,A-431
51785_769_G1_5,22 25 21,A-431
51808_782_G4_4,7 25,U-2 OS
51808_782_G4_5,7 25,U-2 OS
51808_787_G4_1,7 25,HeLa
51808_787_G4_2,7 25,HeLa
51808_865_A9_1,7 25,HEK 293
51808_865_A9_2,7 25,HEK 293
51855_821_B1_1,25,U-251 MG
51855_821_B1_2,25,U-251 MG
51855_832_E6_3,25,U-2 OS
51855_832_E6_4,25,U-2 OS
51855_986_E6_1,25,PC-3
51855_986_E6_2,25,PC-3
51993_766_G8_1,25,MCF7
51993_766_G8_2,25,MCF7
51993_778_G8_1,25,U-2 OS
51993_778_G8_2,25,U-2 OS
51993_821_F5_1,25,U-251 MG
51993_821_F5_2,25,U-251 MG
52097_808_G6_1,2,U-2 OS
52097_808_G6_2,2,U-2 OS
52097_822_E1_3,2,U-251 MG
52097_822_E1_4,2,U-251 MG
52097_855_G6_1,2,A-431
52097_855_G6_2,2,A-431
52450_808_G3_3,0 25 21,U-2 OS
52450_808_G3_4,0 25 21,U-2 OS
52450_987_C5_1,0 25 21,PC-3
52450_987_C5_2,0 25 21,PC-3
52487_1143_B2_2,19,RH-30
52487_1143_B2_3,19,RH-30
52487_1222_D10_2,19,SH-SY5Y
52487_1222_D10_3,19,SH-SY5Y
52504_1028_G12_4,0,CACO-2
52504_1028_G12_5,0,CACO-2
52504_802_G12_2,0,U-2 OS
52504_802_G12_3,0,U-2 OS
52504_987_G4_1,0,PC-3
52504_987_G4_2,0,PC-3
52535_1028_F12_1,0,CACO-2
52535_1028_F12_4,0,CACO-2
52535_1309_G10_2,0,Hep G2
52535_1309_G10_3,0,Hep G2
52535_802_F12_1,0,U-2 OS
52535_802_F12_2,0,U-2 OS
52623_1773_B10_3,25 19,U-2 OS
52623_1773_B10_4,25 19,U-2 OS
52623_767_B6_3,25 19,MCF7
52623_767_B6_5,25 19,MCF7
52623_987_F4_1,25 19,PC-3
52623_987_F4_2,25 19,PC-3
528_20_G6_1,25,U-2 OS
528_20_G6_2,25,U-2 OS
528_21_G6_1,25,A-431
528_21_G6_2,25,A-431
528_22_G6_1,25,U-251 MG
528_22_G6_2,25,U-251 MG
53182_1028_C3_1,2 11,CACO-2
53182_1028_C3_2,2 11,CACO-2
53182_802_C3_1,2 11,U-2 OS
53182_802_C3_3,2 11,U-2 OS
53182_871_A2_1,2 11,HeLa
53182_871_A2_2,2 11,HeLa
53186_1028_B3_1,0,CACO-2
53186_1028_B3_2,0,CACO-2
53186_1309_B5_3,0,Hep G2
53186_1309_B5_4,0,Hep G2
53186_802_B3_1,0,U-2 OS
53186_802_B3_2,0,U-2 OS
53331_809_F1_2,25 21,U-2 OS
53331_809_F1_3,25 21,U-2 OS
53331_819_F1_1,25 21,U-251 MG
53331_819_F1_6,25 21,U-251 MG
53331_826_F1_1,25 21,A-431
53331_826_F1_2,25 21,A-431
53441_1296_H7_1,6,U-2 OS
53441_1296_H7_2,6,U-2 OS
53441_1336_H7_1,6,U-251 MG
53441_1336_H7_2,6,U-251 MG
53441_1752_D12_13_cr5804c0fa1bf32,6,HUVEC TERT2
53441_1752_D12_8_cr5804c0eeb26e7,6,HUVEC TERT2
53611_809_D8_1,0,U-2 OS
53611_809_D8_2,0,U-2 OS
53611_819_D8_1,0,U-251 MG
53611_819_D8_2,0,U-251 MG
53611_826_D8_1,0,A-431
53611_826_D8_2,0,A-431
53817_1144_E9_3,25,Hep G2
53817_1144_E9_5,25,Hep G2
53817_996_E6_1,25,U-2 OS
53817_996_E6_2,25,U-2 OS
53862_1137_H2_1,2 25,MCF7
53862_1137_H2_2,2 25,MCF7
53862_1309_F8_1,2 25,Hep G2
53862_1309_F8_2,2 25,Hep G2
53862_833_C8_1,2 25,U-2 OS
53862_833_C8_2,2 25,U-2 OS
53929_1454_E1_1,11,U-2 OS
53929_1454_E1_2,11,U-2 OS
53929_1502_E1_2,11,MCF7
53929_1502_E1_4,11,MCF7
53929_1524_E9_1,11,CACO-2
53929_1524_E9_2,11,CACO-2
539_1723_E2_22_cr57ea9956b129c,11,SiHa
539_1723_E2_26_cr57ea995e3b8db,11,SiHa
539_1790_B8_2,11,hTCEpi
539_1790_B8_3,11,hTCEpi
539_997_E3_1,11,A-431
539_997_E3_2,11,A-431
55323_1081_C9_1,23,MCF7
55323_1081_C9_2,23,MCF7
55323_875_E8_1,23,U-2 OS
55323_875_E8_2,23,U-2 OS
55334_1081_B7_1,4,MCF7
55334_1081_B7_2,4,MCF7
55334_875_F5_1,4,U-2 OS
55334_875_F5_4,4,U-2 OS
55334_883_F5_1,4,PC-3
55334_883_F5_2,4,PC-3
55459_1334_C8_1,6,Hep G2
55459_1334_C8_2,6,Hep G2
55459_878_F5_1,6,A549
55459_878_F5_2,6,A549
55972_1050_E9_3,16 25,HeLa
55972_1050_E9_5,16 25,HeLa
55972_873_F1_1,16 25,U-2 OS
55972_873_F1_2,16 25,U-2 OS
55973_1050_D9_1,16 25,HeLa
55973_1050_D9_2,16 25,HeLa
55973_873_E1_1,16 25,U-2 OS
55973_873_E1_2,16 25,U-2 OS
55973_878_E1_1,16 25,A549
55973_878_E1_2,16 25,A549
5631_14_B6_1,25,A-431
5631_14_B6_2,25,A-431
5631_16_B6_1,25,U-251 MG
5631_16_B6_2,25,U-251 MG
5631_23_B12_1,25,U-2 OS
5631_23_B12_2,25,U-2 OS
5665_1773_E11_6,12 25,U-2 OS
5665_1773_E11_7,12 25,U-2 OS
5665_5_A9_1,12 25,A-431
5665_5_A9_2,12 25,A-431
5665_6_A9_1,12 25,U-251 MG
5665_6_A9_2,12 25,U-251 MG
56679_1357_C10_3,0,MCF7
56679_1357_C10_6,0,MCF7
56679_1359_C10_1,0,U-2 OS
56679_1359_C10_3,0,U-2 OS
56679_1510_G10_1,0,SH-SY5Y
56679_1510_G10_2,0,SH-SY5Y
56680_917_D9_1,0,A-431
56680_917_D9_2,0,A-431
56680_920_D9_1,0,U-2 OS
56680_920_D9_2,0,U-2 OS
56680_958_D1_1,0,MCF7
56680_958_D1_2,0,MCF7
568_97_G1_1,2,U-251 MG
568_97_G1_2,2,U-251 MG
568_99_G1_1,2,U-2 OS
568_99_G1_2,2,U-2 OS
56980_954_H3_1,0,U-2 OS
56980_954_H3_2,0,U-2 OS
56980_956_H3_3,0,A-431
56980_956_H3_4,0,A-431
56980_990_A5_1,0,A549
56980_990_A5_2,0,A549
5726_79_D10_1,25,U-251 MG
5726_79_D10_2,25,U-251 MG
5726_81_D10_3,25,U-2 OS
5726_81_D10_4,25,U-2 OS
57442_1296_D4_5,19,U-2 OS
57442_1296_D4_8,19,U-2 OS
57442_1336_D4_1,19,U-251 MG
57442_1336_D4_2,19,U-251 MG
57442_1573_E5_1,19,HaCaT
57442_1573_E5_3,19,HaCaT
57661_1060_F6_1,25,HeLa
57661_1060_F6_3,25,HeLa
57661_1105_F6_1,25,U-2 OS
57661_1105_F6_2,25,U-2 OS
57661_1210_C8_2,25,PC-3
57661_1210_C8_3,25,PC-3
57707_1037_H3_1,0,U-2 OS
57707_1037_H3_3,0,U-2 OS
57707_1039_H3_1,0,HEK 293
57707_1039_H3_3,0,HEK 293
57707_1208_C12_1,0,MCF7
57707_1208_C12_2,0,MCF7
57744_976_G11_1,25 11,U-251 MG
57744_976_G11_2,25 11,U-251 MG
57744_980_G11_3,25 11,U-2 OS
57744_980_G11_4,25 11,U-2 OS
58052_1501_A10_1,21,A549
58052_1501_A10_3,21,A549
58052_1522_A10_1,21,U-2 OS
58052_1522_A10_3,21,U-2 OS
58052_1523_H7_1,21,HeLa
58052_1523_H7_2,21,HeLa
5812_1113_H3_1,0,A549
5812_1113_H3_2,0,A549
5812_1123_H3_1,0,U-2 OS
5812_1123_H3_2,0,U-2 OS
5812_1216_D12_2,0,PC-3
5812_1216_D12_3,0,PC-3
58267_1343_G6_1,0 25,HaCaT
58267_1343_G6_2,0 25,HaCaT
58267_1347_G6_2,0 25,U-2 OS
58267_1347_G6_3,0 25,U-2 OS
58267_1518_H6_1,0 25,RT4
58267_1518_H6_2,0 25,RT4
58455_976_B1_3,25 13,U-251 MG
58455_976_B1_4,25 13,U-251 MG
58974_1020_D10_1,0 25,PC-3
58974_1020_D10_2,0 25,PC-3
58974_993_D10_1,0 25,U-2 OS
58974_993_D10_5,0 25,U-2 OS
58974_997_D11_1,0 25,A-431
58974_997_D11_2,0 25,A-431
58979_1009_G5_1,0,U-251 MG
58979_1009_G5_2,0,U-251 MG
58979_1029_G5_1,0,A-431
58979_1029_G5_2,0,A-431
58979_995_G5_1,0,U-2 OS
58979_995_G5_2,0,U-2 OS
58997_1005_C1_1,23,A-431
58997_1005_C1_2,23,A-431
58997_1015_C1_1,23,U-2 OS
58997_1015_C1_2,23,U-2 OS
58997_1117_C8_2,23,A549
58997_1117_C8_4,23,A549
59131_1240_F12_4,7,CACO-2
59131_1240_F12_6,7,CACO-2
59131_1301_C10_1,7,Hep G2
59131_1301_C10_2,7,Hep G2
59131_994_C10_4,7,U-2 OS
59131_994_C10_6,7,U-2 OS
59206_1301_B9_1,0,Hep G2
59206_1301_B9_2,0,Hep G2
59206_994_B9_1,0,U-2 OS
59206_994_B9_2,0,U-2 OS
59206_997_C11_2,0,A-431
59206_997_C11_3,0,A-431
59249_1020_H8_2,7,PC-3
59249_1020_H8_3,7,PC-3
59249_1142_E10_1,7,Hep G2
59249_1142_E10_2,7,Hep G2
59249_1671_C6_1,7,U-2 OS
59249_1671_C6_2,7,U-2 OS
59420_1009_E7_2,0 25,U-251 MG
59420_1009_E7_5,0 25,U-251 MG
59420_1029_E7_1,0 25,A-431
59420_1029_E7_2,0 25,A-431
59864_1138_F10_1,25,U-2 OS
59864_1138_F10_2,25,U-2 OS
59864_1149_F10_1,25,RH-30
59864_1149_F10_2,25,RH-30
59864_1533_G5_2,25,BJ
59864_1533_G5_3,25,BJ
59901_1045_A6_1,25,HeLa
59901_1045_A6_2,25,HeLa
59901_1049_A6_1,25,U-2 OS
59901_1049_A6_2,25,U-2 OS
60254_1123_C6_2,0 25,U-2 OS
60254_1123_C6_3,0 25,U-2 OS
60254_1702_G9_33,0 25,A549
60254_1702_G9_34,0 25,A549
60254_1762_F5_2,0 25,Hep G2
60254_1762_F5_4,0 25,Hep G2
60392_1100_B12_1,6 3,U-2 OS
60392_1100_B12_2,6 3,U-2 OS
60392_1136_G11_1,6 3,Hep G2
60392_1136_G11_2,6 3,Hep G2
60392_1308_B12_4,6 3,HEK 293
60392_1308_B12_5,6 3,HEK 293
60483_1018_G12_13,0,U-2 OS
60483_1018_G12_6,0,U-2 OS
60483_1136_B12_1,0,Hep G2
60483_1136_B12_2,0,Hep G2
60483_1218_G12_1,0,PC-3
60483_1218_G12_2,0,PC-3
60667_1100_G12_1,4,U-2 OS
60667_1100_G12_2,4,U-2 OS
60667_1308_G12_2,4,HEK 293
60667_1308_G12_6,4,HEK 293
60667_1572_E10_1,4,PC-3
60667_1572_E10_2,4,PC-3
60705_1219_B1_1,25,SH-SY5Y
60705_1219_B1_2,25,SH-SY5Y
60705_1242_F10_1,25,U-251 MG
60705_1242_F10_2,25,U-251 MG
60945_1080_E9_1,7,MCF7
60945_1080_E9_2,7,MCF7
60945_1102_E9_3,7,U-2 OS
60945_1102_E9_4,7,U-2 OS
60945_1192_C10_5,7,PC-3
60945_1192_C10_6,7,PC-3
60975_1283_E2_1,2 25,HeLa
60975_1283_E2_2,2 25,HeLa
60975_1286_E2_1,2 25,U-2 OS
60975_1286_E2_4,2 25,U-2 OS
60975_1392_A8_1,2 25,RT4
60975_1392_A8_2,2 25,RT4
61169_1397_B3_4,0,U-2 OS
61169_1397_B3_5,0,U-2 OS
61169_1402_B3_2,0,RH-30
61169_1402_B3_3,0,RH-30
61169_1482_H9_1,0,HEK 293
61169_1482_H9_2,0,HEK 293
61171_1191_E5_1,13,U-2 OS
61171_1191_E5_2,13,U-2 OS
61171_1242_D8_1,13,U-251 MG
61171_1242_D8_3,13,U-251 MG
61369_1101_G9_4,23,U-2 OS
61369_1101_G9_5,23,U-2 OS
61369_1135_G9_1,23,Hep G2
61369_1135_G9_2,23,Hep G2
61369_1261_G2_1,23,CACO-2
61369_1261_G2_3,23,CACO-2
61583_1143_H7_4,16 0,RH-30
61583_1143_H7_6,0 16,RH-30
61583_1178_A5_1,16 0,SiHa
61583_1178_A5_3,16 0,SiHa
62394_1106_H8_1,23,U-2 OS
62394_1106_H8_2,23,U-2 OS
62394_1148_H8_1,23,MCF7
62394_1148_H8_4,23,MCF7
62394_1192_B12_2,23,PC-3
62394_1192_B12_3,23,PC-3
62397_1191_H6_1,0,U-2 OS
62397_1191_H6_6,0,U-2 OS
62397_1194_H6_1,0,PC-3
62397_1194_H6_2,0,PC-3
62397_1392_A10_1,0,RT4
62397_1392_A10_2,0,RT4
62415_1104_D12_1,25,U-2 OS
62415_1104_D12_2,25,U-2 OS
62415_1127_D12_1,25,HEK 293
62415_1127_D12_2,25,HEK 293
62415_1246_C9_2,25,A-431
62415_1246_C9_3,25,A-431
62452_1191_B7_1,6,U-2 OS
62452_1191_B7_2,6,U-2 OS
62452_1194_B7_1,6,PC-3
62452_1194_B7_2,6,PC-3
62452_1656_B3_1,6,SH-SY5Y
62452_1656_B3_2,6,SH-SY5Y
62474_1283_D4_2,26 0,HeLa
62474_1283_D4_3,26 0,HeLa
62474_1286_D4_1,26 0,U-2 OS
62474_1286_D4_4,26 0,U-2 OS
62474_1748_C9_1_cr5805e9ffd7a94,26 0,RT4
62474_1748_C9_21_cr5805ea0c3cb38,26 0,RT4
62659_1148_D9_1,23,MCF7
62659_1148_D9_2,23,MCF7
62659_1192_D12_2,23,PC-3
62659_1192_D12_3,23,PC-3
62669_1469_D10_1,16,HEK 293
62669_1469_D10_2,16,HEK 293
62669_1697_D2_1,16,SH-SY5Y
62669_1697_D2_3,16,SH-SY5Y
62669_1789_A6_12_cr598aec6f4b5f6,16,RPTEC TERT1
62669_1789_A6_22_cr598aec6f4b579,16,RPTEC TERT1
62721_1199_B9_1,23 0 14,U-2 OS
62721_1199_B9_6,23 0 14,U-2 OS
62721_1232_B9_1,23 0 14,MCF7
62721_1232_B9_2,23 0 14,MCF7
62721_1261_H8_1,23 0 14,CACO-2
62721_1261_H8_3,23 0 14,CACO-2
6312_7_C1_1,4,U-2 OS
6312_7_C1_2,4,U-2 OS
6312_8_C1_1,4,A-431
6312_8_C1_2,4,A-431
6312_9_C1_1,4,U-251 MG
6312_9_C1_2,4,U-251 MG
63133_1141_F8_1,25 0 19,U-2 OS
63133_1141_F8_2,25 0 19,U-2 OS
63133_1170_F8_1,25 0 19,RH-30
63133_1170_F8_2,25 0 19,RH-30
63133_1231_C8_1,25 0 19,MCF7
63133_1231_C8_2,25 0 19,MCF7
63151_1223_A8_1,0 25,SH-SY5Y
63151_1223_A8_2,0 25,SH-SY5Y
63151_1246_A5_2,0 25,A-431
63151_1246_A5_3,0 25,A-431
63308_1186_G12_2,0 6,PC-3
63308_1186_G12_3,0 6,PC-3
63308_1200_G12_1,0 6,U-2 OS
63308_1200_G12_6,0 6,U-2 OS
63387_1151_D10_1,6,RH-30
63387_1151_D10_2,6,RH-30
63387_1154_D10_1,6,U-2 OS
63387_1154_D10_2,6,U-2 OS
63387_1495_B12_1,6,SiHa
63387_1495_B12_6,6,SiHa
634_23_E4_1,14,U-2 OS
634_23_E4_2,14,U-2 OS
634_24_E4_1,14,A-431
634_24_E4_2,14,A-431
634_25_E4_1,14,U-251 MG
634_25_E4_2,14,U-251 MG
63683_1152_C1_3,0 20,RH-30
63683_1152_C1_4,0 20,RH-30
63683_1156_C1_5,0 20,U-2 OS
63683_1156_C1_6,0 20,U-2 OS
63683_1178_E10_1,0 20,SiHa
63683_1178_E10_3,0 20,SiHa
63683_si35_H1_11,0 20,U-2 OS
63683_si35_H1_12,0 20,U-2 OS
63683_si35_H1_2,0 20,U-2 OS
63683_si35_H1_4,0 20,U-2 OS
63683_si35_H3_1,0 20,U-2 OS
63683_si35_H3_17,0 20,U-2 OS
63683_si35_H3_3,0 20,U-2 OS
63683_si35_H3_5,0 20,U-2 OS
64236_1152_F7_1,0,RH-30
64236_1152_F7_2,0,RH-30
64236_1169_E12_1,0,SiHa
64236_1169_E12_4,0,SiHa
64559_1310_H9_1,7,A549
64559_1310_H9_2,7,A549
64559_1312_H9_2,7,U-2 OS
64559_1312_H9_3,7,U-2 OS
64559_1320_B8_3,7,HaCaT
64559_1320_B8_5,7,HaCaT
64638_1671_B11_3,25,U-2 OS
64638_1671_B11_6,25,U-2 OS
64867_1186_G7_2,23,PC-3
64867_1186_G7_4,23,PC-3
64867_1200_G7_3,23,U-2 OS
64867_1200_G7_4,23,U-2 OS
64867_1254_H3_3,23,CACO-2
64867_1254_H3_4,23,CACO-2
65305_1234_E7_3,23,U-2 OS
65305_1234_E7_4,23,U-2 OS
65305_1254_G8_2,23,CACO-2
65305_1254_G8_3,23,CACO-2
65305_1441_E12_2,23,PC-3
65305_1441_E12_3,23,PC-3
6539_10_G1_1,21,U-2 OS
6539_10_G1_2,21,U-2 OS
6539_1253_G2_1,21,CACO-2
6539_1253_G2_6,21,CACO-2
6539_1293_G6_1,21,Hep G2
6539_1293_G6_2,21,Hep G2
65603_1244_G6_2,7,U-2 OS
65603_1244_G6_3,7,U-2 OS
65603_1247_G6_1,7,A-431
65603_1247_G6_3,7,A-431
65603_1318_A5_2,7,A549
65603_1318_A5_3,7,A549
65643_1185_E10_1,6,PC-3
65643_1185_E10_5,6,PC-3
65643_1234_E10_1,6,U-2 OS
65643_1234_E10_2,6,U-2 OS
65643_1422_C4_2,6,RT4
65643_1422_C4_3,6,RT4
65685_1230_H9_1,1 6,MCF7
